Medal,Name,Sex,NOC,Event,Sport,City,Team,Games,Year,Weight,Height,Age,Season,ID
Bronze,VINCENT-LAPOINTE Laurence,W,CAN,Women's Canoe Double 500m,Canoeing,Tokyo,Canada,2020 Tokyo,2020,54,196,19,Summer,0
Bronze,VINCENT Katie,W,CAN,Women's Canoe Double 500m,Canoeing,Tokyo,Canada,2020 Tokyo,2020,119,199,32,Summer,0
Gold,BODONYI Dora,W,HUN,Women's Kayak Four 500m,Canoeing,Tokyo,Hungary,2020 Tokyo,2020,93,196,30,Summer,0
Gold,KOZAK Danuta,W,HUN,Women's Kayak Four 500m,Canoeing,Tokyo,Hungary,2020 Tokyo,2020,138,209,19,Summer,0
Gold,CSIPES Tamara,W,HUN,Women's Kayak Four 500m,Canoeing,Tokyo,Hungary,2020 Tokyo,2020,134,149,21,Summer,0
Gold,KARASZ Anna,W,HUN,Women's Kayak Four 500m,Canoeing,Tokyo,Hungary,2020 Tokyo,2020,124,206,26,Summer,0
Silver,LITVINCHUK Maryna,W,BLR,Women's Kayak Four 500m,Canoeing,Tokyo,Belarus,2020 Tokyo,2020,135,160,23,Summer,0
Silver,MAKHNEVA Marharyta,W,BLR,Women's Kayak Four 500m,Canoeing,Tokyo,Belarus,2020 Tokyo,2020,56,152,18,Summer,0
Silver,PAPOK Nadzeya,W,BLR,Women's Kayak Four 500m,Canoeing,Tokyo,Belarus,2020 Tokyo,2020,150,161,27,Summer,0
Silver,KHUDZENKA Volha,W,BLR,Women's Kayak Four 500m,Canoeing,Tokyo,Belarus,2020 Tokyo,2020,134,179,27,Summer,0
Bronze,NAJA Karolina,W,POL,Women's Kayak Four 500m,Canoeing,Tokyo,Poland,2020 Tokyo,2020,119,190,31,Summer,0
Bronze,PULAWSKA Anna,W,POL,Women's Kayak Four 500m,Canoeing,Tokyo,Poland,2020 Tokyo,2020,93,142,25,Summer,0
Bronze,ISKRZYCKA Justyna,W,POL,Women's Kayak Four 500m,Canoeing,Tokyo,Poland,2020 Tokyo,2020,65,203,30,Summer,0
Bronze,WISNIEWSKA Helena,W,POL,Women's Kayak Four 500m,Canoeing,Tokyo,Poland,2020 Tokyo,2020,149,158,34,Summer,0
Gold,HANSEN Lasse Norman,M,DEN,Men's Madison,Cycling,Tokyo,Denmark,2020 Tokyo,2020,114,177,24,Summer,0
Gold,MORKOV Michael,M,DEN,Men's Madison,Cycling,Tokyo,Denmark,2020 Tokyo,2020,76,145,21,Summer,0
Silver,WALLS Matthew,M,GBR,Men's Madison,Cycling,Tokyo,UK,2020 Tokyo,2020,60,180,31,Summer,0
Silver,HAYTER Ethan,M,GBR,Men's Madison,Cycling,Tokyo,UK,2020 Tokyo,2020,132,144,20,Summer,0
Bronze,GRONDIN Donavan,M,FRA,Men's Madison,Cycling,Tokyo,France,2020 Tokyo,2020,79,143,31,Summer,0
Bronze,THOMAS Benjamin,M,FRA,Men's Madison,Cycling,Tokyo,France,2020 Tokyo,2020,149,144,31,Summer,0
Gold,CAO Yuan,M,CHN,Men's 10m Platform,Diving,Tokyo,China,2020 Tokyo,2020,123,173,34,Summer,0
Silver,YANG Jian,M,CHN,Men's 10m Platform,Diving,Tokyo,China,2020 Tokyo,2020,112,145,30,Summer,0
Bronze,DALEY Thomas,M,GBR,Men's 10m Platform,Diving,Tokyo,UK,2020 Tokyo,2020,143,205,19,Summer,0
Gold,von ECKERMANN Henrik,O,SWE,Jumping Team,Equestrianism,Tokyo,Sweden,2020 Tokyo,2020,131,199,19,Summer,0
Gold,BARYARD-JOHNSSON Malin,O,SWE,Jumping Team,Equestrianism,Tokyo,Sweden,2020 Tokyo,2020,107,159,21,Summer,0
Gold,FREDRICSON Peder,O,SWE,Jumping Team,Equestrianism,Tokyo,Sweden,2020 Tokyo,2020,92,199,20,Summer,0
Silver,SPRINGSTEEN Jessica,O,USA,Jumping Team,Equestrianism,Tokyo,USA,2020 Tokyo,2020,82,192,24,Summer,0
Silver,KRAUT Laura,O,USA,Jumping Team,Equestrianism,Tokyo,USA,2020 Tokyo,2020,50,200,18,Summer,0
Silver,WARD McLain,O,USA,Jumping Team,Equestrianism,Tokyo,USA,2020 Tokyo,2020,137,140,28,Summer,0
Bronze,DEVOS Pieter,O,BEL,Jumping Team,Equestrianism,Tokyo,Belgium,2020 Tokyo,2020,67,156,28,Summer,0
Bronze,GUERY Jerome,O,BEL,Jumping Team,Equestrianism,Tokyo,Belgium,2020 Tokyo,2020,128,158,22,Summer,0
Bronze,WATHELET Gregory,O,BEL,Jumping Team,Equestrianism,Tokyo,Belgium,2020 Tokyo,2020,62,179,26,Summer,0
Gold,CLAUDINHO,M,BRA,Men,Football,Tokyo,Brazil,2020 Tokyo,2020,70,173,33,Summer,0
Gold,SANTOS,M,BRA,Men,Football,Tokyo,Brazil,2020 Tokyo,2020,112,204,28,Summer,0
Gold,ANTONY,M,BRA,Men,Football,Tokyo,Brazil,2020 Tokyo,2020,83,185,31,Summer,0
Gold,ABNER,M,BRA,Men,Football,Tokyo,Brazil,2020 Tokyo,2020,93,173,30,Summer,0
Gold,BRENNO,M,BRA,Men,Football,Tokyo,Brazil,2020 Tokyo,2020,104,155,30,Summer,0
Gold,FUCHS Bruno,M,BRA,Men,Football,Tokyo,Brazil,2020 Tokyo,2020,149,188,27,Summer,0
Gold,GUIMARAES Bruno,M,BRA,Men,Football,Tokyo,Brazil,2020 Tokyo,2020,129,200,34,Summer,0
Gold,DOUGLAS LUIZ,M,BRA,Men,Football,Tokyo,Brazil,2020 Tokyo,2020,96,178,22,Summer,0
Gold,ALVES Dani,M,BRA,Men,Football,Tokyo,Brazil,2020 Tokyo,2020,59,161,23,Summer,0
Gold,DIEGO CARLOS,M,BRA,Men,Football,Tokyo,Brazil,2020 Tokyo,2020,102,161,28,Summer,0
Gold,ARANA Guilherme,M,BRA,Men,Football,Tokyo,Brazil,2020 Tokyo,2020,54,157,25,Summer,0
Gold,MENINO Gabriel,M,BRA,Men,Football,Tokyo,Brazil,2020 Tokyo,2020,150,160,19,Summer,0
Gold,MARTINELLI Gabriel,M,BRA,Men,Football,Tokyo,Brazil,2020 Tokyo,2020,144,201,25,Summer,0
Gold,LUCAO,M,BRA,Men,Football,Tokyo,Brazil,2020 Tokyo,2020,141,142,30,Summer,0
Gold,CUNHA Matheus,M,BRA,Men,Football,Tokyo,Brazil,2020 Tokyo,2020,141,177,31,Summer,0
Gold,NINO,M,BRA,Men,Football,Tokyo,Brazil,2020 Tokyo,2020,124,166,25,Summer,0
Gold,MALCOM,M,BRA,Men,Football,Tokyo,Brazil,2020 Tokyo,2020,138,193,29,Summer,0
Gold,MATHEUS HENRIQUE,M,BRA,Men,Football,Tokyo,Brazil,2020 Tokyo,2020,95,195,27,Summer,0
Gold,PAULINHO,M,BRA,Men,Football,Tokyo,Brazil,2020 Tokyo,2020,62,196,26,Summer,0
Gold,RICHARLISON,M,BRA,Men,Football,Tokyo,Brazil,2020 Tokyo,2020,86,204,31,Summer,0
Gold,REINIER,M,BRA,Men,Football,Tokyo,Brazil,2020 Tokyo,2020,53,197,24,Summer,0
Gold,GRACA Ricardo,M,BRA,Men,Football,Tokyo,Brazil,2020 Tokyo,2020,63,157,25,Summer,0
Silver,ZUBIMENDI Martin,M,ESP,Men,Football,Tokyo,Spain,2020 Tokyo,2020,123,143,22,Summer,0
Silver,GIL Oscar,M,ESP,Men,Football,Tokyo,Spain,2020 Tokyo,2020,101,145,29,Summer,0
Silver,MINGUEZA Oscar,M,ESP,Men,Football,Tokyo,Spain,2020 Tokyo,2020,75,149,31,Summer,0
Silver,ASENSIO Marco,M,ESP,Men,Football,Tokyo,Spain,2020 Tokyo,2020,95,165,31,Summer,0
Silver,CEBALLOS Dani,M,ESP,Men,Football,Tokyo,Spain,2020 Tokyo,2020,126,206,28,Summer,0
Silver,CUCURELLA Marc,M,ESP,Men,Football,Tokyo,Spain,2020 Tokyo,2020,98,204,21,Summer,0
Silver,GIL Bryan,M,ESP,Men,Football,Tokyo,Spain,2020 Tokyo,2020,74,203,20,Summer,0
Silver,GONZALEZ Pedri,M,ESP,Men,Football,Tokyo,Spain,2020 Tokyo,2020,67,200,23,Summer,0
Silver,FERNANDEZ Alvaro,M,ESP,Men,Football,Tokyo,Spain,2020 Tokyo,2020,101,197,34,Summer,0
Silver,TORRES Pau,M,ESP,Men,Football,Tokyo,Spain,2020 Tokyo,2020,146,176,19,Summer,0
Silver,GARCIA Eric,M,ESP,Men,Football,Tokyo,Spain,2020 Tokyo,2020,86,199,28,Summer,0
Silver,MERINO Mikel,M,ESP,Men,Football,Tokyo,Spain,2020 Tokyo,2020,118,147,31,Summer,0
Silver,MIR Rafa,M,ESP,Men,Football,Tokyo,Spain,2020 Tokyo,2020,72,177,33,Summer,0
Silver,MIRANDA Juan,M,ESP,Men,Football,Tokyo,Spain,2020 Tokyo,2020,83,192,29,Summer,0
Silver,MONCAYOLA Jon,M,ESP,Men,Football,Tokyo,Spain,2020 Tokyo,2020,78,163,28,Summer,0
Silver,OLMO Dani,M,ESP,Men,Football,Tokyo,Spain,2020 Tokyo,2020,87,144,19,Summer,0
Silver,OYARZABAL Mikel,M,ESP,Men,Football,Tokyo,Spain,2020 Tokyo,2020,95,178,34,Summer,0
Silver,PUADO Javier,M,ESP,Men,Football,Tokyo,Spain,2020 Tokyo,2020,80,165,19,Summer,0
Silver,SIMON Unai,M,ESP,Men,Football,Tokyo,Spain,2020 Tokyo,2020,138,205,30,Summer,0
Silver,SOLER Carlos,M,ESP,Men,Football,Tokyo,Spain,2020 Tokyo,2020,121,190,30,Summer,0
Silver,VALLEJO Jesus,M,ESP,Men,Football,Tokyo,Spain,2020 Tokyo,2020,147,194,20,Summer,0
Silver,VILLAR Ivan,M,ESP,Men,Football,Tokyo,Spain,2020 Tokyo,2020,148,156,26,Summer,0
Bronze,MARTIN Henry,M,MEX,Men,Football,Tokyo,Mexico,2020 Tokyo,2020,82,152,34,Summer,0
Bronze,MALAGON Luis,M,MEX,Men,Football,Tokyo,Mexico,2020 Tokyo,2020,119,174,33,Summer,0
Bronze,ANGULO Ricardo,M,MEX,Men,Football,Tokyo,Mexico,2020 Tokyo,2020,52,205,29,Summer,0
Bronze,BELTRAN Fernando,M,MEX,Men,Football,Tokyo,Mexico,2020 Tokyo,2020,137,162,34,Summer,0
Bronze,AGUIRRE Eduardo,M,MEX,Men,Football,Tokyo,Mexico,2020 Tokyo,2020,130,196,28,Summer,0
Bronze,AGUIRRE Erick,M,MEX,Men,Football,Tokyo,Mexico,2020 Tokyo,2020,53,142,34,Summer,0
Bronze,ALVARADO Roberto,M,MEX,Men,Football,Tokyo,Mexico,2020 Tokyo,2020,63,201,29,Summer,0
Bronze,ANGULO Jesus,M,MEX,Men,Football,Tokyo,Mexico,2020 Tokyo,2020,100,159,27,Summer,0
Bronze,ANTUNA Uriel,M,MEX,Men,Football,Tokyo,Mexico,2020 Tokyo,2020,84,167,31,Summer,0
Bronze,CORDOVA Sebastian,M,MEX,Men,Football,Tokyo,Mexico,2020 Tokyo,2020,88,202,25,Summer,0
Bronze,ESQUIVEL Joaquin,M,MEX,Men,Football,Tokyo,Mexico,2020 Tokyo,2020,64,146,19,Summer,0
Bronze,JURADO Sebastian,M,MEX,Men,Football,Tokyo,Mexico,2020 Tokyo,2020,95,178,21,Summer,0
Bronze,LAINEZ Diego,M,MEX,Men,Football,Tokyo,Mexico,2020 Tokyo,2020,89,155,34,Summer,0
Bronze,LORONA Vladimir,M,MEX,Men,Football,Tokyo,Mexico,2020 Tokyo,2020,87,155,21,Summer,0
Bronze,MONTES Cesar,M,MEX,Men,Football,Tokyo,Mexico,2020 Tokyo,2020,116,156,20,Summer,0
Bronze,MORA Adrian,M,MEX,Men,Football,Tokyo,Mexico,2020 Tokyo,2020,73,192,24,Summer,0
Bronze,OCHOA Guillermo,M,MEX,Men,Football,Tokyo,Mexico,2020 Tokyo,2020,57,185,34,Summer,0
Bronze,RODRIGUEZ Carlos,M,MEX,Men,Football,Tokyo,Mexico,2020 Tokyo,2020,129,143,26,Summer,0
Bronze,ROMO Luis,M,MEX,Men,Football,Tokyo,Mexico,2020 Tokyo,2020,65,200,31,Summer,0
Bronze,SANCHEZ Jorge,M,MEX,Men,Football,Tokyo,Mexico,2020 Tokyo,2020,99,158,23,Summer,0
Bronze,VASQUEZ Johan,M,MEX,Men,Football,Tokyo,Mexico,2020 Tokyo,2020,150,167,25,Summer,0
Bronze,VEGA Alexis,M,MEX,Men,Football,Tokyo,Mexico,2020 Tokyo,2020,56,197,32,Summer,0
Gold,KORDA Nelly,W,USA,Women's Individual Stroke Play,Golf,Tokyo,USA,2020 Tokyo,2020,78,148,22,Summer,0
Silver,INAMI Mone,W,JPN,Women's Individual Stroke Play,Golf,Tokyo,Japan,2020 Tokyo,2020,90,206,29,Summer,0
Bronze,KO Lydia,W,NZL,Women's Individual Stroke Play,Golf,Tokyo,New Zealand,2020 Tokyo,2020,118,174,22,Summer,0
Gold,ABALO Luc,M,FRA,Men,Handball,Tokyo,France,2020 Tokyo,2020,83,155,26,Summer,0
Gold,DESCAT Hugo,M,FRA,Men,Handball,Tokyo,France,2020 Tokyo,2020,93,172,27,Summer,0
Gold,FABREGAS Ludovic,M,FRA,Men,Handball,Tokyo,France,2020 Tokyo,2020,73,183,32,Summer,0
Gold,GENTY Yann,M,FRA,Men,Handball,Tokyo,France,2020 Tokyo,2020,110,155,20,Summer,0
Gold,GERARD Vincent,M,FRA,Men,Handball,Tokyo,France,2020 Tokyo,2020,131,205,25,Summer,0
Gold,GUIGOU Michael,M,FRA,Men,Handball,Tokyo,France,2020 Tokyo,2020,101,199,32,Summer,0
Gold,KARABATIC Nikola,M,FRA,Men,Handball,Tokyo,France,2020 Tokyo,2020,90,179,23,Summer,0
Gold,KARABATIC Luka,M,FRA,Men,Handball,Tokyo,France,2020 Tokyo,2020,53,207,24,Summer,0
Gold,LAGARDE Romain,M,FRA,Men,Handball,Tokyo,France,2020 Tokyo,2020,63,177,18,Summer,0
Gold,MAHE Kentin,M,FRA,Men,Handball,Tokyo,France,2020 Tokyo,2020,99,190,20,Summer,0
Gold,MEM Dika,M,FRA,Men,Handball,Tokyo,France,2020 Tokyo,2020,104,151,26,Summer,0
Gold,NGUESSAN Timothey,M,FRA,Men,Handball,Tokyo,France,2020 Tokyo,2020,139,199,18,Summer,0
Gold,PORTE Valentin,M,FRA,Men,Handball,Tokyo,France,2020 Tokyo,2020,94,199,18,Summer,0
Gold,REMILI Nedim,M,FRA,Men,Handball,Tokyo,France,2020 Tokyo,2020,80,180,30,Summer,0
Gold,RICHARDSON Melvyn,M,FRA,Men,Handball,Tokyo,France,2020 Tokyo,2020,103,169,25,Summer,0
Gold,TOURNAT Nicolas,M,FRA,Men,Handball,Tokyo,France,2020 Tokyo,2020,88,170,24,Summer,0
Silver,ANDERSSON Lasse,M,DEN,Men,Handball,Tokyo,Denmark,2020 Tokyo,2020,90,193,25,Summer,0
Silver,GIDSEL Mathias,M,DEN,Men,Handball,Tokyo,Denmark,2020 Tokyo,2020,141,181,25,Summer,0
Silver,HANSEN Johan,M,DEN,Men,Handball,Tokyo,Denmark,2020 Tokyo,2020,101,181,29,Summer,0
Silver,HOLM Jacob,M,DEN,Men,Handball,Tokyo,Denmark,2020 Tokyo,2020,76,155,33,Summer,0
Silver,JAKOBSEN Emil,M,DEN,Men,Handball,Tokyo,Denmark,2020 Tokyo,2020,54,185,31,Summer,0
Silver,LANDIN Magnus,M,DEN,Men,Handball,Tokyo,Denmark,2020 Tokyo,2020,115,177,22,Summer,0
Silver,LANDIN Niklas,M,DEN,Men,Handball,Tokyo,Denmark,2020 Tokyo,2020,134,173,18,Summer,0
Silver,MENSAH Mads,M,DEN,Men,Handball,Tokyo,Denmark,2020 Tokyo,2020,146,142,32,Summer,0
Silver,MOELLGAARD Henrik,M,DEN,Men,Handball,Tokyo,Denmark,2020 Tokyo,2020,145,205,21,Summer,0
Silver,OLSEN Morten,M,DEN,Men,Handball,Tokyo,Denmark,2020 Tokyo,2020,55,146,29,Summer,0
Silver,SAUGSTRUP Magnus,M,DEN,Men,Handball,Tokyo,Denmark,2020 Tokyo,2020,79,150,27,Summer,0
Silver,SVAN Lasse,M,DEN,Men,Handball,Tokyo,Denmark,2020 Tokyo,2020,131,140,25,Summer,0
Silver,TOFT HANSEN Henrik,M,DEN,Men,Handball,Tokyo,Denmark,2020 Tokyo,2020,60,176,30,Summer,0
Silver,HANSEN Mikkel,M,DEN,Men,Handball,Tokyo,Denmark,2020 Tokyo,2020,89,207,25,Summer,0
Silver,MOELLER Kevin,M,DEN,Men,Handball,Tokyo,Denmark,2020 Tokyo,2020,99,149,29,Summer,0
Bronze,GARCIA ROBLEDO Antonio,M,ESP,Men,Handball,Tokyo,Spain,2020 Tokyo,2020,125,152,30,Summer,0
Bronze,GOMEZ ABELLO Aleix,M,ESP,Men,Handball,Tokyo,Spain,2020 Tokyo,2020,94,151,28,Summer,0
Bronze,CORRALES RODAL Rodrigo,M,ESP,Men,Handball,Tokyo,Spain,2020 Tokyo,2020,133,163,20,Summer,0
Bronze,MAQUEDA PENO Jorge,M,ESP,Men,Handball,Tokyo,Spain,2020 Tokyo,2020,142,200,21,Summer,0
Bronze,SOLE SALA Ferran,M,ESP,Men,Handball,Tokyo,Spain,2020 Tokyo,2020,123,194,25,Summer,0
Bronze,PEREZ de VARGAS MORENO Gonzalo,M,ESP,Men,Handball,Tokyo,Spain,2020 Tokyo,2020,77,180,29,Summer,0
Bronze,DUJSHEBAEV DOVICHEBAEVA Alex,M,ESP,Men,Handball,Tokyo,Spain,2020 Tokyo,2020,145,205,29,Summer,0
Bronze,FIGUERAS TREJO Adrian,M,ESP,Men,Handball,Tokyo,Spain,2020 Tokyo,2020,85,183,29,Summer,0
Bronze,MORROS de ARGILA Viran,M,ESP,Men,Handball,Tokyo,Spain,2020 Tokyo,2020,150,156,25,Summer,0
Bronze,ENTRERRIOS RODRIGUEZ Raul,M,ESP,Men,Handball,Tokyo,Spain,2020 Tokyo,2020,125,152,31,Summer,0
Bronze,GURBINDO MARTINEZ Eduardo,M,ESP,Men,Handball,Tokyo,Spain,2020 Tokyo,2020,63,177,28,Summer,0
Bronze,SARMIENTO MELIAN Daniel,M,ESP,Men,Handball,Tokyo,Spain,2020 Tokyo,2020,65,164,33,Summer,0
Bronze,SANCHEZ-MIGALLON NARANJO Miguel,M,ESP,Men,Handball,Tokyo,Spain,2020 Tokyo,2020,84,141,27,Summer,0
Bronze,FERNANDEZ PEREZ Angel,M,ESP,Men,Handball,Tokyo,Spain,2020 Tokyo,2020,64,151,30,Summer,0
Bronze,AGUINAGALDE AQUIZU Julen,M,ESP,Men,Handball,Tokyo,Spain,2020 Tokyo,2020,58,162,30,Summer,0
Bronze,GUARDIOLA VILLAPLANA Gedeon,M,ESP,Men,Handball,Tokyo,Spain,2020 Tokyo,2020,108,201,30,Summer,0
Gold,GANJZADEH Sajad,M,IRI,Men's Kumite +75kg,Karate,Tokyo,Iran,2020 Tokyo,2020,51,146,18,Summer,0
Silver,HAMEDI Tareg,M,KSA,Men's Kumite +75kg,Karate,Tokyo,Saudi Arabia,2020 Tokyo,2020,61,196,23,Summer,0
Bronze,ARAGA Ryutaro,M,JPN,Men's Kumite +75kg,Karate,Tokyo,Japan,2020 Tokyo,2020,63,173,33,Summer,0
Bronze,AKTAS Ugur,M,TUR,Men's Kumite +75kg,Karate,Tokyo,Turkey,2020 Tokyo,2020,138,199,18,Summer,0
Gold,ABDELAZIZ Feryal,W,EGY,Women's Kumite +61kg,Karate,Tokyo,Egypt,2020 Tokyo,2020,115,184,33,Summer,0
Silver,ZARETSKA Iryna,W,AZE,Women's Kumite +61kg,Karate,Tokyo,Azerbaijan,2020 Tokyo,2020,70,146,23,Summer,0
Bronze,GONG Li,W,CHN,Women's Kumite +61kg,Karate,Tokyo,China,2020 Tokyo,2020,53,185,18,Summer,0
Bronze,BERULTSEVA Sofya,W,KAZ,Women's Kumite +61kg,Karate,Tokyo,Kazakhstan,2020 Tokyo,2020,55,169,32,Summer,0
Gold,CHOONG Joseph,M,GBR,Men's Individual,Modern Pentathlon,Tokyo,UK,2020 Tokyo,2020,61,161,25,Summer,0
Silver,ELGENDY Ahmed,M,EGY,Men's Individual,Modern Pentathlon,Tokyo,Egypt,2020 Tokyo,2020,94,158,19,Summer,0
Bronze,JUN Woongtae,M,KOR,Men's Individual,Modern Pentathlon,Tokyo,South Korea,2020 Tokyo,2020,54,202,24,Summer,0
Gold,ASHRAM Linoy,W,ISR,Individual All-Around,Rhythmic Gymnastics,Tokyo,Israel,2020 Tokyo,2020,107,147,29,Summer,0
Silver,AVERINA Dina,W,ROC,Individual All-Around,Rhythmic Gymnastics,Tokyo,,2020 Tokyo,2020,72,187,19,Summer,0
Bronze,HARNASKO Alina,W,BLR,Individual All-Around,Rhythmic Gymnastics,Tokyo,Belarus,2020 Tokyo,2020,119,149,24,Summer,0
Gold,le GOFF Nicolas,M,FRA,Men,Volleyball,Tokyo,France,2020 Tokyo,2020,71,188,18,Summer,0
Gold,CHINENYEZE Barthelemy,M,FRA,Men,Volleyball,Tokyo,France,2020 Tokyo,2020,103,207,19,Summer,0
Gold,BOYER Stephen,M,FRA,Men,Volleyball,Tokyo,France,2020 Tokyo,2020,139,197,27,Summer,0
Gold,BRIZARD Antoine,M,FRA,Men,Volleyball,Tokyo,France,2020 Tokyo,2020,87,195,29,Summer,0
Gold,BULTOR Daryl,M,FRA,Men,Volleyball,Tokyo,France,2020 Tokyo,2020,145,163,23,Summer,0
Gold,CLEVENOT Trevor,M,FRA,Men,Volleyball,Tokyo,France,2020 Tokyo,2020,70,177,23,Summer,0
Gold,GREBENNIKOV Jenia,M,FRA,Men,Volleyball,Tokyo,France,2020 Tokyo,2020,111,160,27,Summer,0
Gold,LOUATI Yacine,M,FRA,Men,Volleyball,Tokyo,France,2020 Tokyo,2020,81,159,20,Summer,0
Gold,NGAPETH Earvin,M,FRA,Men,Volleyball,Tokyo,France,2020 Tokyo,2020,118,166,29,Summer,0
Gold,PATRY Jean,M,FRA,Men,Volleyball,Tokyo,France,2020 Tokyo,2020,123,159,32,Summer,0
Gold,TILLIE Kevin,M,FRA,Men,Volleyball,Tokyo,France,2020 Tokyo,2020,62,202,25,Summer,0
Gold,TONIUTTI Benjamin,M,FRA,Men,Volleyball,Tokyo,France,2020 Tokyo,2020,91,155,33,Summer,0
Silver,KOBZAR Igor,M,ROC,Men,Volleyball,Tokyo,,2020 Tokyo,2020,101,198,19,Summer,0
Silver,PANKOV Pavel,M,ROC,Men,Volleyball,Tokyo,,2020 Tokyo,2020,78,207,34,Summer,0
Silver,VOLVICH Artem,M,ROC,Men,Volleyball,Tokyo,,2020 Tokyo,2020,143,145,19,Summer,0
Silver,KURKAEV Ilyas,M,ROC,Men,Volleyball,Tokyo,,2020 Tokyo,2020,97,202,28,Summer,0
Silver,IAKOVLEV Ivan,M,ROC,Men,Volleyball,Tokyo,,2020 Tokyo,2020,116,205,25,Summer,0
Silver,KLIUKA Egor,M,ROC,Men,Volleyball,Tokyo,,2020 Tokyo,2020,102,158,27,Summer,0
Silver,VOLKOV Dmitry,M,ROC,Men,Volleyball,Tokyo,,2020 Tokyo,2020,142,164,24,Summer,0
Silver,PODLESNYKH Yaroslav,M,ROC,Men,Volleyball,Tokyo,,2020 Tokyo,2020,145,148,18,Summer,0
Silver,BOGDAN Denis,M,ROC,Men,Volleyball,Tokyo,,2020 Tokyo,2020,92,191,27,Summer,0
Silver,MIKHAYLOV Maxim,M,ROC,Men,Volleyball,Tokyo,,2020 Tokyo,2020,140,166,19,Summer,0
Silver,POLETAEV Victor,M,ROC,Men,Volleyball,Tokyo,,2020 Tokyo,2020,95,204,29,Summer,0
Silver,GOLUBEV Valentin,M,ROC,Men,Volleyball,Tokyo,,2020 Tokyo,2020,107,157,25,Summer,0
Bronze,de CECCO Luciano,M,ARG,Men,Volleyball,Tokyo,Argentina,2020 Tokyo,2020,101,199,20,Summer,0
Bronze,SANCHEZ Matias,M,ARG,Men,Volleyball,Tokyo,Argentina,2020 Tokyo,2020,145,157,24,Summer,0
Bronze,SOLE Sebastian,M,ARG,Men,Volleyball,Tokyo,Argentina,2020 Tokyo,2020,59,207,20,Summer,0
Bronze,RAMOS Martin,M,ARG,Men,Volleyball,Tokyo,Argentina,2020 Tokyo,2020,101,156,22,Summer,0
Bronze,LOSER Agustin,M,ARG,Men,Volleyball,Tokyo,Argentina,2020 Tokyo,2020,144,171,25,Summer,0
Bronze,PEREYRA Federico,M,ARG,Men,Volleyball,Tokyo,Argentina,2020 Tokyo,2020,144,186,34,Summer,0
Bronze,LIMA Bruno,M,ARG,Men,Volleyball,Tokyo,Argentina,2020 Tokyo,2020,109,181,33,Summer,0
Bronze,CONTE Facundo,M,ARG,Men,Volleyball,Tokyo,Argentina,2020 Tokyo,2020,54,157,26,Summer,0
Bronze,POGLAJEN Cristian,M,ARG,Men,Volleyball,Tokyo,Argentina,2020 Tokyo,2020,136,162,26,Summer,0
Bronze,PALACIOS Ezequiel,M,ARG,Men,Volleyball,Tokyo,Argentina,2020 Tokyo,2020,62,190,34,Summer,0
Bronze,MENDEZ Nicolas,M,ARG,Men,Volleyball,Tokyo,Argentina,2020 Tokyo,2020,124,190,27,Summer,0
Bronze,DANANI Santiago,M,ARG,Men,Volleyball,Tokyo,Argentina,2020 Tokyo,2020,140,189,20,Summer,0
Gold,FISCHER Aria,W,USA,Women,Water Polo,Tokyo,USA,2020 Tokyo,2020,150,172,21,Summer,0
Gold,JOHNSON Ashleigh,W,USA,Women,Water Polo,Tokyo,USA,2020 Tokyo,2020,107,198,31,Summer,0
Gold,LONGAN Amanda,W,USA,Women,Water Polo,Tokyo,USA,2020 Tokyo,2020,92,157,33,Summer,0
Gold,WILLIAMS Alys,W,USA,Women,Water Polo,Tokyo,USA,2020 Tokyo,2020,90,188,34,Summer,0
Gold,NEUSHUL Jamie,W,USA,Women,Water Polo,Tokyo,USA,2020 Tokyo,2020,66,185,34,Summer,0
Gold,GILCHRIST Kaleigh,W,USA,Women,Water Polo,Tokyo,USA,2020 Tokyo,2020,130,151,27,Summer,0
Gold,FISCHER Makenzie,W,USA,Women,Water Polo,Tokyo,USA,2020 Tokyo,2020,125,183,29,Summer,0
Gold,MUSSELMAN Madeline,W,USA,Women,Water Polo,Tokyo,USA,2020 Tokyo,2020,105,155,23,Summer,0
Gold,SEIDEMANN Melissa,W,USA,Women,Water Polo,Tokyo,USA,2020 Tokyo,2020,89,197,28,Summer,0
Gold,STEFFENS Margaret,W,USA,Women,Water Polo,Tokyo,USA,2020 Tokyo,2020,138,176,25,Summer,0
Gold,HAUSCHILD Paige,W,USA,Women,Water Polo,Tokyo,USA,2020 Tokyo,2020,55,155,28,Summer,0
Gold,FATTAL Rachel,W,USA,Women,Water Polo,Tokyo,USA,2020 Tokyo,2020,139,162,32,Summer,0
Gold,HARALABIDIS Stephanie,W,USA,Women,Water Polo,Tokyo,USA,2020 Tokyo,2020,87,163,32,Summer,0
Silver,BACH Marta,W,ESP,Women,Water Polo,Tokyo,Spain,2020 Tokyo,2020,61,162,32,Summer,0
Silver,ESPAR LLAQUET Anna,W,ESP,Women,Water Polo,Tokyo,Spain,2020 Tokyo,2020,71,167,18,Summer,0
Silver,ESPAR LLAQUET Clara,W,ESP,Women,Water Polo,Tokyo,Spain,2020 Tokyo,2020,145,171,30,Summer,0
Silver,ESTER RAMOS Laura,W,ESP,Women,Water Polo,Tokyo,Spain,2020 Tokyo,2020,107,205,30,Summer,0
Silver,FORCA ARIZA Judith,W,ESP,Women,Water Polo,Tokyo,Spain,2020 Tokyo,2020,101,195,30,Summer,0
